sku,brand,title,product_type,product_type_id,category_id,category_l1,category_l2,category_l3
3G-020-653-00-720/0,Fissler,Fissler 020-653-00-720/0 Silicone Membrane for Pressure Cookers,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-021-636-03-750/0,Fissler,"Fissler 021-636-03-750 Plain Matik Valve Silicone, Black",Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-021-641-00-700/0,Fissler,Fissler 021-641-00-700/0 Blue Point Cooking Valve for Pressure Cookers Complete 22 & 26cm,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-032-691-00-205/0,Fissler,"Fissler 032-691-00-205/0 Pressure Cooker Rubber Gasket, 26cm / 10.2''",Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-037-668-00-700/0,Fissler,Fissler 037-668-00-700/0 Vitaquick Safety Valve for Pressure Cookers,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-038-617-00-205/0,Fissler,Fissler 038-617-00-205/0 Sealing Rubber Gasket for Pressure Cookers 18 cm,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-038-687-00-205/0,Fissler,Fissler 038-687-00-205/0 Rubber Gasket 26cm,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-600-000-00-700/0,Fissler,"Fissler 600-000-00-700/0 Main Control Valve for Pressure Cooker Vitavit, Vitaquick",Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-600-000-01-706/0,Fissler,Fissler 600-000-01-706 Pressure Cooker Rubber Parts Set,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-600-000-22-795/0,Fissler,"Fissler 600-000-22-795/0 Pressure Cooker Silicone Gasket, 22cm",Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-600-000-26-795/0,Fissler,"Fissler 600-000-26-795/0 Pressure Cooker Silicone Gasket, 26cm",Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-610-000-00-711/0,Fissler,Fissler 610-000-00-711/0 Vitaquick Silicone Membrane,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-610-000-00-733/0,Fissler,Fissler Vitavit® Valve Base Seal,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-610-000-00-734/0,Fissler,Fissler 610-000-00-734/0 Bell-Shaped Nut for Control Valve,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-610-000-01-706/0,Fissler,"Fissler 610-000-01-706/0 Vitavit Rolling Diaphragm, Gasket & Seat Gasket Replacement, 3-piece Set",Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-610-010-00-700/0,Fissler,Fissler 610-010-00-700/0 Complete 4-setting Valve for Vitavit Comfort/Premium,Pressure Cooker Spare Part,pressure-cooker-spare-part,kitchen-and-dining/appliance-care-filters-and-spare-parts/pressure-cooker-spare-parts,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Pressure Cooker Spare Parts
3G-021-002-91-001/0,Fissler,Fissler 021-002-91-001/0 Stainless Steel Cleanser,Cookware Care Product,cookware-care-product,kitchen-and-dining/appliance-care-filters-and-spare-parts/stainless-steel-care-products,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Stainless Steel Care Products
3G-021-004-90-000/0,Fissler,Fissler 021-004-90-000/0 Stainless Steel Care,Cookware Care Product,cookware-care-product,kitchen-and-dining/appliance-care-filters-and-spare-parts/stainless-steel-care-products,Kitchen & Dining,"Appliance Care, Filters & Spare Parts",Stainless Steel Care Products
IT49699,Sage,"Sage BCG820BSSUK the Smart Grinder Pro Coffee Grinder, Silver",Coffee Grinder,coffee-grinder,kitchen-and-dining/coffee-tea-and-beverage-machines/coffee-grinders,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Coffee Grinders
IT71658,Cuisinart,"Cuisinart DBM8V2U Burr Mill, Black",Coffee Grinder,coffee-grinder,kitchen-and-dining/coffee-tea-and-beverage-machines/coffee-grinders,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Coffee Grinders
IT71659,Cuisinart,"Cuisinart DCG20BKNU Coffee Grinder, Black",Coffee Grinder,coffee-grinder,kitchen-and-dining/coffee-tea-and-beverage-machines/coffee-grinders,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Coffee Grinders
RH-23120,Russell Hobbs,Russell Hobbs 23120 Coffee Grinder 140w,Coffee Grinder,coffee-grinder,kitchen-and-dining/coffee-tea-and-beverage-machines/coffee-grinders,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Coffee Grinders
47-EA815570,Krups,"Krups EA815570 Fully Automatic Coffee Maker, Black / Red",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
47-EA817810,Krups,"Krups EA817810 Freestanding Fully Automatic Espresso Machine 1.7L, Black / Silver",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
AMZ-DE-B01ITG2JEQ,Nespresso,"Nespresso EN167.B Citiz Capsule Espresso Coffee Machine, Black",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
EC685.W-DISPLAY,,"Delonghi EC685.W Dedica Espresso Machine, White - Display Unit",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT41812,Delonghi,"Delonghi EC685.BK Dedica Pump Espresso Coffee Maker, Black",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT49693,Sage,"Sage BES875UK The Barista Express, Stainless Steel",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT55102,Delonghi,Delonghi EC 785.GY Dedica Espresso Coffee Maker,Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT56831,,BOSCH CTL636ES6 Series 8 Built-in Fully Automatic Coffee Maker,Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT59921,Sage,"SAGE SES876BSS4GUK1 Barista Express Impress Espresso Machine, Silver",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT64669,Delonghi,Delonghi Magnifica Evo ECAM290.31.SB Fully Automatic Espresso Maker,Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT69480,Delonghi,De’Longhi Magnifica Evo Next ECAM310.80.SB,Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT69482,Delonghi,"Delonghi ECAM320.70.TB Magnifica Plus Titanium, Black",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT69612,Sage,"Sage SES985 Oracle Jet Bean to Cup Coffee Machine, Stainless Steel",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT71149,Delonghi,"DeLonghi EC890.M Dedica Duo EC890.M Espresso Coffee Machine, Silver",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT72712,Sage,SAGE SES876BTR4GUK1 Barista Express Semi-Automatic Espresso Machine,Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
RET-EA817810,Krups,"KRUPS EA817810 Espresso Bean Grinder, Coffee Maker, Espresso Machine, Automatic Espresso Machine, LCD Screen",Espresso Machine,espresso-machine,kitchen-and-dining/coffee-tea-and-beverage-machines/espresso-and-bean-to-cup-machines,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Espresso & Bean-to-Cup Machines
IT34190,Delonghi,"Delonghi ICM15210.1 Filter Coffee Maker, Black",Coffee Maker,coffee-maker,kitchen-and-dining/coffee-tea-and-beverage-machines/filter-and-capsule-coffee-makers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Filter & Capsule Coffee Makers
IT43517,Delonghi,"Delonghi BCO411.B Combi Espresso & Filter Coffee Maker, Black",Coffee Maker,coffee-maker,kitchen-and-dining/coffee-tea-and-beverage-machines/filter-and-capsule-coffee-makers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Filter & Capsule Coffee Makers
IT62660,Delonghi,"Delonghi ECAM 450.86.T Eletta Explore Cold Brew Coffee Machine, Black",Coffee Maker,coffee-maker,kitchen-and-dining/coffee-tea-and-beverage-machines/filter-and-capsule-coffee-makers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Filter & Capsule Coffee Makers
IT62887,Ufesa,Ufesa CG7115 Capriccio 6 Delux Drip Coffee Maker,Coffee Maker,coffee-maker,kitchen-and-dining/coffee-tea-and-beverage-machines/filter-and-capsule-coffee-makers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Filter & Capsule Coffee Makers
IT66909,Cuisinart,Cuisinart DGB2U Grind&Brew Coffee,Coffee Maker,coffee-maker,kitchen-and-dining/coffee-tea-and-beverage-machines/filter-and-capsule-coffee-makers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Filter & Capsule Coffee Makers
2E-KDM120-PBL,Kalko,"KALKO KDM120-PBL, Frappe Mixer 150W, Black",Frappe Mixer,frappe-mixer,kitchen-and-dining/coffee-tea-and-beverage-machines/frappe-and-milkshake-mixers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Frappe & Milkshake Mixers
2E-KDM120-PRD,Kalko,"Kalko KDM120-PRD Frappe Mixer, Red",Frappe Mixer,frappe-mixer,kitchen-and-dining/coffee-tea-and-beverage-machines/frappe-and-milkshake-mixers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Frappe & Milkshake Mixers
2E-KDM120-PSV,Kalko,"KALKO KDM120-PSV Frappe Mixer 150W, Silver",Frappe Mixer,frappe-mixer,kitchen-and-dining/coffee-tea-and-beverage-machines/frappe-and-milkshake-mixers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Frappe & Milkshake Mixers
47-DNE302HB,Domotec,"Domotec DNE302HB Frappe Mixer Stand 100W, Black",Frappe Mixer,frappe-mixer,kitchen-and-dining/coffee-tea-and-beverage-machines/frappe-and-milkshake-mixers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Frappe & Milkshake Mixers
47-DNE302HS,Domotec,"Domotec DNE302HS Frappe Mixer Stand 100W, Silver",Frappe Mixer,frappe-mixer,kitchen-and-dining/coffee-tea-and-beverage-machines/frappe-and-milkshake-mixers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Frappe & Milkshake Mixers
47-DNE302HW,,"Domotec DNE302HW Frappe Mixer 100W, White",Frappe Mixer,frappe-mixer,kitchen-and-dining/coffee-tea-and-beverage-machines/frappe-and-milkshake-mixers,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Frappe & Milkshake Mixers
08-TWK8613P,Bosch,"Bosch TWK8613P Styline Kettle – 1.5L Capacity, 2400W, Temperature Control, Keep Warm Function – Black/Stainless Steel",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
47-BW442D10,Krups,"Krups BW 442 D 1.7L 2400W Black,Stainless steel electric kettle",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-100101,Morphy Richards,"Morphy Richards 100101 Kettle Evoke Special Edition, Bronze",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-100133,Morphy Richards,"Morphy Richards 100133 Venture Pyramid Kettle, Red",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-100134,Morphy Richards,"Morphy Richards 100134 Venture Pyramid Kettle, White",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-100742,Morphy Richards,"Morphy Richards 100742 Signature Opulent Jug Kettle, Copper",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-100743,Morphy Richards,"Morphy Richards 100743 Signature Opulent Kettle, Gold",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-102781,Morphy Richards,"Morphy Richards 102781 Stainless Steel Jug Kettle Rapid Boil, 3000 W, 1.7 liters, Cream",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-102785,Morphy Richards,"Morphy Richards 102785 Equip Jug Kettle, Red",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-108104,Morphy Richards,"Morphy Richards 108104 Prism Kettle, Blue",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-108131,Morphy Richards,"Morphy Richards 108131 Vector Pyramid Kettle , Black",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-108134,Morphy Richards,Morphy Richards 108134 Vector Pyramid Kettle White,Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-108271,Morphy Richards,Morphy Richards 108271 Kettle Hive Black,Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
MR-108273,Morphy Richards,"Morphy Richards 108273 Kettle Hive, Grey",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
RH-23912,Russell Hobbs,Russell Hobbs 23912 Adventure Kettle,Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
RH-26380,Russell Hobbs,"Russell Hobbs 26380 Groove Kettle, Black",Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
RH-28080,Russell Hobbs,Russell Hobbs 28080 Structure Kettle White,Kettle,kettle,kitchen-and-dining/coffee-tea-and-beverage-machines/kettles,Kitchen & Dining,"Coffee, Tea & Beverage Machines",Kettles
3G-040-114-05-000/0,Fissler,Fissler 040-114-05-000/0 Copenhagen 5-Piece Stainless Steel Cookware Set,Cookware Set,cookware-set,kitchen-and-dining/cookware-and-bakeware/cookware-sets,Kitchen & Dining,Cookware & Bakeware,Cookware Sets
3G-084-128-04-000/0,Fissler,Fissler 084-128-04-000/0 Original Profi Collection Pan Set 4Pcs 16/20/24+SCP16,Cookware Set,cookware-set,kitchen-and-dining/cookware-and-bakeware/cookware-sets,Kitchen & Dining,Cookware & Bakeware,Cookware Sets
3G-086-114-05-000/0,Fissler,Fissler Pure Collection Set - 5 Pcs 24cm + CA 30cm,Cookware Set,cookware-set,kitchen-and-dining/cookware-and-bakeware/cookware-sets,Kitchen & Dining,Cookware & Bakeware,Cookware Sets
3G-156-114-03-000/0,Fissler,Fissler 156-114-03-000/0 Adamant 3pcs Set,Cookware Set,cookware-set,kitchen-and-dining/cookware-and-bakeware/cookware-sets,Kitchen & Dining,Cookware & Bakeware,Cookware Sets
3G-045-300-20-100/0,Fissler,"Fissler 45-300-20-100 Cenit Non-Stick Frying Pan, 20cm, Black",Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-045-300-24-100/0,Fissler,"Fissler 45-300-24-100 Cenit Non-Stick Frying Pan, 24cm, Black",Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-045-301-28-100/0,Fissler,"Fissler 045-301-28-100/0 Cenit Induction Frying Pan 28cm, Black",Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-045-601-28-100/0,Fissler,Fissler 045-601-28-100/0 Cenit Grill Pan Induction 28cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-084-378-24-100/0,Fissler,Fissler 3G-084-378-24-100/0 Original Profi Grill Pan - 24cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-084-378-28-100/0,Fissler,Fissler 084-378-28-100/0 Original Profi Grill Pan 28cm SS,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-084-388-28-100/0,Fissler,Fissler 084-388-28-100/0 Original Profi Pan,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-157-121-28-100/0,Fissler,Fissler 157-121-28-100/0 Levital Classic Frying Pan 28cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-157-304-24-100/0,Fissler,Fissler 157-304-24-100/0 Adamant Classic Frying Pan 24cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-157-304-26-100/0,Fissler,Fissler 157-304-26-100/0 Adamat Classic Pan 26cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-157-304-28-100/0,Fissler,Fissler 157-304-28-100/0 Adamat Classic Frying Pan 28 cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-159-105-24-100/0,Fissler,Fissler 159-105-24-100/0 Adamant Comfort Frying Pan 24cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-159-105-28-100/0,Fissler,Fissler 159-105-28-100/0 Adamant Comfort Pan 28cm,Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-159-220-26-100/0,Fissler,"Fissler 159-220-26-100/0 Ceratal Comfort Pan, 26cm",Frying Pan,frying-pan,kitchen-and-dining/cookware-and-bakeware/frying-pans-and-grill-pans,Kitchen & Dining,Cookware & Bakeware,Frying Pans & Grill Pans
3G-001-104-22-200/0,Fissler,Fissler 001-104-22-200/0 Glass Lid 22cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-001-104-24-200/0,Fissler,Fissler 001-104-24-200/0 Glass Lid 24cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-001-104-26-200/0,Fissler,Fissler 001-104-22-200/0 Glass Lid 26cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-001-804-32-200/0,Fissler,Fissler 001-804-32-200/0 Glass Lid 32cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-081-110-20-600/0,Fissler,Fissler 081-110-20-600/0 Cooking Pot With Glass Lid 20cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-156-115-20-000/0,Fissler,Fissler 156-115-20-000/0 Stew Pot With Glass Lid 20cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-185-000-24-200/0,Fissler,Fissler 185-000-24-200/0 Premium Glass Lid for Frypan 24cm,Cookware Lid,cookware-lid,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-610-700-00-800/0,Fissler,Fissler 610-700-00-800/0 Vitaquick Inset with Tripod 26cm,Cookware Insert,cookware-insert,kitchen-and-dining/cookware-and-bakeware/lids-and-cookware-accessories,Kitchen & Dining,Cookware & Bakeware,Lids & Cookware Accessories
3G-040-113-20-000/0,Fissler,Fissler 040-113-20-000/0 San Francisco Stewpot 20cm,Pot & Casserole,pot-and-casserole,kitchen-and-dining/cookware-and-bakeware/pots-and-casseroles,Kitchen & Dining,Cookware & Bakeware,Pots & Casseroles
3G-040-123-16-000/0,Fissler,Fissler 040-123-16-000/0 San Francisco Casserole 16cm,Pot & Casserole,pot-and-casserole,kitchen-and-dining/cookware-and-bakeware/pots-and-casseroles,Kitchen & Dining,Cookware & Bakeware,Pots & Casseroles
3G-040-123-20-000/0,Fissler,Fissler 040-123-20-000/0 San Francisco Stainless Steel Casserole 20cm,Pot & Casserole,pot-and-casserole,kitchen-and-dining/cookware-and-bakeware/pots-and-casseroles,Kitchen & Dining,Cookware & Bakeware,Pots & Casseroles
3G-084-118-24-000/0,Fissler,Fissler 084-118-24-000/0 Original Profi Stew Pot 24cm,Pot & Casserole,pot-and-casserole,kitchen-and-dining/cookware-and-bakeware/pots-and-casseroles,Kitchen & Dining,Cookware & Bakeware,Pots & Casseroles
3G-084-138-24-000/0,Fissler,Fissler 084-138-24-000/0 Original Profi Collection Casserole 24cm,Pot & Casserole,pot-and-casserole,kitchen-and-dining/cookware-and-bakeware/pots-and-casseroles,Kitchen & Dining,Cookware & Bakeware,Pots & Casseroles
3G-156-115-24-000/0,Fissler,Fissler 156-115-24-000/0 Adamant Cooking Pot 24cm,Pot & Casserole,pot-and-casserole,kitchen-and-dining/cookware-and-bakeware/pots-and-casseroles,Kitchen & Dining,Cookware & Bakeware,Pots & Casseroles
3G-600-810-10-000/0,Fissler,Fissler 600-810-10-000/0 Vitaquick Pressure Cooker 26cm 10L,Pressure Cooker,pressure-cooker,kitchen-and-dining/cookware-and-bakeware/pressure-cookers,Kitchen & Dining,Cookware & Bakeware,Pressure Cookers
3G-602-410-04-000/0,Fissler,Fissler 602-410-04-000/0 VQ Premium Pressure Cooker - 22cm - 4.5L,Pressure Cooker,pressure-cooker,kitchen-and-dining/cookware-and-bakeware/pressure-cookers,Kitchen & Dining,Cookware & Bakeware,Pressure Cookers
